Timestep	2018	2019	2020	2021	2022
4585	291.25	291.05	290.05	288.25	291.95
4586	290.35	290.35	289.95	288.45	290.65
4587	289.65	289.55	289.95	288.45	289.85
4588	289.25	289.45	289.95	288.25	288.95
4589	288.85	289.15	289.75	288.05	288.55
4590	288.65	289.15	289.75	288.35	288.15
4591	289.65	289.95	289.95	289.25	289.15
4592	290.45	291.05	290.65	290.25	290.55
4593	291.85	291.55	291.35	290.75	291.65
4594	293.25	291.95	291.45	291.75	292.05
4595	294.05	292.45	292.75	292.35	292.85
4596	294.65	293.25	294.05	293.35	294.35
4597	295.55	293.95	294.75	293.85	295.75
4598	296.25	293.25	294.95	294.45	297.15
4599	297.15	293.45	295.55	295.35	298.45
4600	297.55	293.65	295.35	295.85	299.85
4601	297.25	293.85	296.05	296.25	300.65
4602	296.75	294.45	296.35	296.55	300.45
4603	295.85	294.25	295.65	296.45	299.55
4604	294.55	293.65	294.35	295.15	298.25
4605	292.85	292.85	292.85	293.05	296.95
4606	291.75	292.35	292.05	291.95	296.25
4607	291.15	291.85	291.55	291.65	295.75
4608	290.85	291.05	291.35	291.15	294.75
4609	290.95	290.25	290.55	290.25	293.95
4610	290.25	289.75	290.15	290.05	292.95
4611	288.55	289.45	289.75	289.85	291.65
4612	287.45	289.15	288.65	289.65	291.25
4613	287.85	288.95	288.25	289.95	290.65
4614	287.75	289.35	288.35	290.65	290.65
4615	288.85	290.85	288.45	291.65	291.65
4616	290.75	292.65	289.85	293.25	293.35
4617	291.35	292.65	291.45	293.45	293.65
4618	292.05	293.75	293.05	293.35	294.15
4619	292.95	295.15	293.45	293.75	295.25
4620	293.25	296.45	294.05	293.95	296.65
4621	294.85	296.95	294.75	295.05	297.65
4622	295.65	298.05	295.85	294.85	299.15
4623	296.85	298.85	296.65	295.95	300.45
4624	297.55	299.65	298.15	296.85	302.05
4625	298.25	299.75	298.25	296.65	302.65
4626	298.35	299.85	297.95	294.55	302.15
4627	297.75	299.05	297.35	294.35	300.65
4628	297.25	298.05	296.05	293.85	299.25
4629	295.55	297.05	294.55	293.15	297.45
4630	294.15	295.65	294.25	291.85	296.85
4631	294.05	294.95	293.45	290.85	296.15
4632	293.35	294.15	292.45	290.35	295.05
4633	292.05	294.05	291.05	289.45	293.85
4634	291.25	294.35	290.55	288.35	293.35
4635	290.85	293.75	289.85	287.95	292.75
4636	290.45	292.55	289.05	287.55	292.05
4637	289.85	291.75	288.65	286.85	291.35
4638	289.35	291.25	288.75	286.85	290.75
4639	290.75	291.95	289.85	286.85	292.15
4640	292.35	293.25	291.15	286.65	293.95
4641	293.05	293.85	291.65	286.65	294.55
4642	293.95	294.55	292.35	288.15	295.65
4643	295.25	295.65	293.35	288.75	296.45
4644	296.25	296.25	294.15	289.65	297.75
4645	297.45	296.55	295.05	289.85	299.25
4646	298.35	296.95	296.05	289.75	300.85
4647	299.55	297.25	297.15	288.25	301.25
4648	300.35	297.45	297.75	288.35	301.95
4649	300.25	297.95	298.45	288.25	302.85
4650	300.25	297.75	297.95	287.85	303.05
4651	299.25	296.85	296.95	287.85	302.45
4652	298.15	295.15	296.55	287.75	302.15
4653	297.05	293.45	296.15	287.65	299.85
4654	296.15	292.45	295.15	287.65	298.65
4655	295.65	291.75	294.05	287.65	298.35
4656	295.15	291.25	293.45	287.35	298.05
4657	294.65	291.15	292.75	287.05	297.75
4658	293.95	290.65	291.65	286.85	296.35
4659	293.55	290.25	290.65	286.55	295.75
4660	293.25	290.15	290.35	286.75	295.75
4661	292.55	289.65	289.95	286.45	295.25
4662	292.15	289.15	289.65	286.55	294.75
4663	293.05	289.55	290.55	287.05	295.55
4664	294.65	291.35	292.45	287.15	296.85
4665	295.25	291.95	293.15	287.55	297.35
4666	295.85	292.35	293.55	288.75	298.75
4667	297.45	293.25	294.45	289.35	299.85
4668	298.25	294.85	295.65	290.05	301.15
4669	298.75	296.15	296.35	290.55	302.05
4670	300.25	297.05	297.35	290.05	304.35
4671	301.05	297.45	297.85	290.15	305.65
4672	300.75	297.85	297.95	289.95	306.65
4673	300.85	297.85	298.25	289.35	306.55
4674	299.95	297.05	298.05	289.45	306.15
4675	297.65	294.65	297.75	289.05	305.45
4676	297.45	292.45	297.35	288.25	304.35
4677	294.15	290.75	295.45	287.95	302.25
4678	291.85	289.65	294.25	287.85	300.25
4679	291.85	288.25	292.95	287.85	298.05
4680	292.45	288.05	292.65	288.15	297.45
4681	291.35	287.75	292.25	287.65	296.65
4682	291.35	287.75	292.05	287.85	295.95
4683	290.95	287.85	291.45	287.75	295.45
4684	290.65	287.75	291.85	287.85	295.25
4685	290.05	287.65	291.65	287.85	294.65
4686	290.35	287.75	291.25	287.75	293.85
4687	291.75	287.85	292.05	287.85	294.95
4688	292.85	289.05	292.65	288.05	296.45
4689	293.05	289.45	293.75	288.25	297.65
4690	293.95	290.25	293.65	288.55	297.85
4691	294.65	291.05	293.05	288.85	299.05
4692	295.45	292.15	292.65	289.05	300.55
4693	296.85	293.05	292.45	289.05	301.05
4694	298.25	293.85	291.95	289.05	302.05
4695	298.55	294.65	292.05	288.95	302.65
4696	298.85	294.85	292.75	289.25	302.85
4697	299.15	294.75	293.15	289.45	303.05
4698	298.75	294.75	292.95	289.45	303.65
4699	294.35	294.35	292.75	289.55	302.65
4700	291.05	293.45	292.25	289.35	300.65
4701	290.35	292.35	291.75	289.15	298.75
4702	290.05	291.65	291.85	289.15	297.35
4703	289.55	291.35	291.45	288.95	296.45
4704	289.15	290.95	291.15	289.05	295.95
4705	288.95	290.75	290.65	289.05	295.55
4706	288.65	290.55	290.35	288.85	295.25
4707	288.45	289.75	290.15	288.65	294.45
4708	288.25	288.75	289.95	288.55	293.35
4709	288.15	288.75	289.95	288.75	292.45
4710	288.35	288.95	289.55	288.85	291.95
4711	289.85	289.65	289.65	289.35	293.25
4712	291.75	290.95	289.95	289.75	294.95
4713	292.25	291.65	290.35	289.95	295.95
4714	293.25	292.25	291.15	290.45	295.95
4715	293.95	293.25	290.85	290.95	297.15
4716	294.85	294.05	291.65	291.65	298.55
4717	296.55	295.55	292.65	291.75	299.65
4718	297.35	296.65	293.05	293.15	300.45
4719	298.65	297.85	293.15	294.55	301.65
4720	299.95	298.65	292.65	295.65	303.05
4721	301.15	299.45	293.45	293.15	303.35
4722	301.05	299.55	293.45	292.55	302.95
4723	300.35	299.05	292.85	292.15	301.55
4724	298.85	297.35	292.25	291.75	299.75
4725	296.45	295.75	291.75	291.35	298.15
4726	295.75	294.75	291.45	291.05	297.15
4727	294.95	294.55	291.25	290.95	296.65
4728	294.75	293.55	291.25	290.45	296.55
4729	294.95	292.55	290.95	290.25	295.95
4730	293.95	291.75	290.85	290.25	294.95
4731	293.25	291.05	290.85	290.15	293.55
4732	293.05	290.65	290.65	290.35	292.85
4733	292.55	289.95	290.35	289.35	291.75
4734	290.75	289.65	290.15	288.55	291.15
4735	291.35	290.65	290.15	290.15	292.15
4736	294.05	292.45	290.65	291.35	293.85
4737	294.75	292.95	291.45	292.85	294.45
4738	295.55	293.95	292.75	294.25	295.15
4739	296.35	294.85	293.25	295.35	296.45
4740	297.35	296.15	293.05	296.15	297.65
4741	298.35	297.85	293.35	296.65	298.95
4742	299.45	298.55	293.25	297.05	300.75
4743	298.95	298.55	293.25	297.15	301.55
4744	299.25	299.35	293.45	297.45	304.15
4745	299.85	299.65	293.65	297.55	304.35
4746	299.75	299.95	293.55	297.15	304.25
4747	298.15	299.75	293.05	296.45	303.55
4748	294.05	298.95	292.75	295.25	302.05
4749	294.45	297.45	292.35	294.15	300.35
4750	293.85	296.35	292.05	293.75	298.95
4751	293.85	294.65	291.55	293.75	298.55
4752	293.85	293.65	291.15	293.25	296.85
4753	293.75	293.15	290.65	292.95	295.65
4754	292.95	292.95	290.05	292.85	294.15
4755	292.05	292.25	289.65	292.95	293.85
4756	291.65	292.15	289.05	292.95	293.35
4757	291.25	291.45	288.85	292.95	293.65
4758	290.85	290.45	288.65	292.95	293.05
4759	292.25	291.25	289.45	292.95	293.75
4760	294.05	293.05	290.55	293.55	295.65
4761	294.55	294.15	292.25	294.65	296.45
4762	294.95	295.15	293.55	296.05	297.25
4763	295.95	295.95	294.85	296.85	298.25
4764	296.95	296.75	295.95	298.05	299.75
4765	297.65	297.75	296.75	298.85	301.85
4766	298.55	299.05	297.35	299.35	303.25
4767	299.55	298.55	297.95	299.65	304.65
4768	300.55	298.35	298.15	299.65	306.55
4769	301.15	298.55	298.15	299.45	307.95
4770	301.05	299.05	297.85	299.15	307.55
4771	301.05	299.15	297.35	298.25	306.55
4772	299.45	298.25	296.15	297.25	304.75
4773	297.75	296.85	294.35	296.25	302.95
4774	296.85	295.95	293.85	295.65	302.25
4775	296.15	294.45	293.25	294.85	300.95
4776	295.45	293.55	292.75	294.75	298.85
4777	295.15	293.25	292.15	294.45	297.45
4778	294.35	292.65	290.45	293.75	296.25
4779	294.05	292.25	289.85	293.05	295.45
4780	293.25	291.75	289.65	292.25	295.45
4781	292.45	291.55	288.95	292.35	294.75
4782	292.15	290.85	288.55	292.25	294.45
4783	293.05	291.25	290.15	292.65	294.85
4784	294.85	293.35	291.95	293.55	296.35
4785	295.65	294.35	292.45	295.05	297.45
4786	296.25	295.15	293.05	295.85	298.85
4787	296.95	295.95	293.95	296.85	299.95
4788	298.15	296.65	294.95	298.65	301.55
4789	298.75	298.05	295.85	299.75	303.45
4790	299.55	298.65	297.15	300.55	304.25
4791	301.05	299.85	298.15	301.05	305.65
4792	301.85	300.65	298.95	301.35	306.35
4793	302.05	301.45	299.45	301.25	307.15
4794	301.65	300.85	299.65	300.95	307.45
4795	301.55	300.05	299.65	300.15	306.65
4796	299.85	298.95	297.55	298.75	304.95
4797	298.45	297.25	295.85	297.35	303.65
4798	297.25	295.85	294.65	296.45	303.55
4799	296.55	295.25	294.15	295.85	303.65
4800	295.55	294.55	293.35	295.35	302.85
4801	294.55	293.65	292.95	294.95	302.25
4802	294.05	293.25	292.05	294.65	301.25
4803	293.45	292.85	291.35	294.35	299.45
4804	292.85	292.45	290.65	292.95	298.45
4805	292.65	292.15	290.35	291.45	298.05
4806	292.55	291.95	289.85	290.35	297.05
4807	293.55	293.05	291.25	291.85	296.55
4808	295.65	294.75	293.35	292.55	294.65
4809	296.25	295.75	294.15	293.15	294.85
4810	296.75	297.25	294.75	293.75	297.25
4811	298.05	298.45	295.75	294.85	299.45
4812	299.15	300.15	296.95	296.05	301.35
4813	299.85	301.25	298.15	297.25	303.15
4814	298.45	300.35	298.85	298.45	304.25
4815	298.45	301.15	300.35	300.55	302.05
4816	298.45	301.85	301.05	301.65	302.35
4817	297.75	301.35	301.85	302.15	301.45
4818	293.35	300.55	302.25	301.65	300.45
4819	291.85	300.45	300.55	300.65	298.95
4820	290.75	299.95	299.15	299.05	295.75
4821	290.65	298.35	297.55	297.25	295.15
4822	291.35	298.55	296.55	296.35	295.45
4823	291.25	298.35	296.25	295.75	295.65
4824	291.15	297.75	295.75	294.25	294.95
4825	291.35	297.25	295.25	292.75	294.85
4826	290.75	296.05	294.95	292.25	294.75
4827	291.05	294.95	295.05	291.05	294.75
4828	290.75	294.55	294.35	290.95	294.75
4829	290.55	294.45	293.55	290.25	294.45
4830	290.55	294.15	293.45	290.05	294.35
4831	291.15	294.05	294.05	291.55	294.45
4832	291.45	294.75	295.35	292.65	295.55
4833	292.05	295.35	295.95	292.95	297.15
4834	292.95	296.35	296.35	293.75	297.15
4835	292.05	298.25	296.95	294.55	297.85
4836	292.35	298.85	298.05	295.45	298.65
4837	293.75	299.85	299.35	296.95	299.25
4838	294.55	300.85	299.55	297.25	300.45
4839	295.05	302.55	300.85	298.45	301.15
4840	295.45	302.75	300.95	299.05	302.05
4841	295.65	303.35	301.35	299.85	302.55
4842	295.15	302.15	301.45	300.45	302.55
4843	294.55	302.05	300.95	300.15	302.35
4844	294.15	300.75	300.15	298.35	300.95
4845	293.35	299.95	297.95	296.75	299.15
4846	292.75	298.35	296.75	296.75	298.45
4847	291.75	298.05	295.35	296.05	297.75
4848	291.25	297.55	294.25	294.35	297.25
4849	290.55	296.65	294.35	293.45	296.45
4850	290.25	295.25	293.85	292.95	295.15
4851	289.95	294.65	293.35	292.45	294.05
4852	290.05	294.05	293.75	292.05	293.55
4853	289.95	293.45	293.75	291.35	293.25
4854	290.45	293.45	292.95	291.15	292.95
4855	291.15	294.55	292.55	291.85	294.05
4856	291.75	296.05	293.55	293.35	295.65
4857	293.15	296.45	293.55	293.95	296.05
4858	294.35	297.25	294.35	294.65	297.05
4859	295.05	298.25	295.45	295.55	298.15
4860	295.35	299.45	295.95	296.45	299.35
4861	296.45	300.75	297.35	297.45	300.65
4862	297.55	301.65	298.65	298.55	302.05
4863	297.65	302.95	299.45	299.35	303.35
4864	298.75	303.65	299.45	299.85	304.65
4865	299.15	303.85	298.25	300.75	305.55
4866	299.05	303.35	297.15	300.65	304.35
4867	298.65	303.65	298.35	299.35	303.05
4868	297.65	302.25	297.35	298.05	303.15
4869	296.45	300.75	296.15	297.15	302.25
4870	295.55	300.35	295.15	296.75	301.35
4871	294.95	299.35	294.25	296.15	296.85
4872	294.85	298.05	294.05	294.85	297.45
4873	294.25	297.25	293.85	293.85	296.65
4874	293.75	296.75	292.75	293.25	296.15
4875	292.85	295.95	291.85	292.65	295.15
4876	292.15	295.15	291.65	291.75	294.45
4877	292.35	294.55	291.45	291.05	294.75
4878	292.25	293.85	291.35	291.05	294.45
4879	292.85	294.75	291.95	291.95	294.95
4880	294.65	296.45	293.05	293.55	296.15
4881	295.85	297.15	293.95	294.05	297.15
4882	296.95	298.05	294.85	294.85	297.85
4883	298.15	298.75	295.75	295.45	298.15
4884	298.95	299.95	296.85	296.65	298.95
4885	299.65	301.25	298.15	297.55	299.25
4886	300.05	302.85	299.45	298.45	299.85
4887	300.35	304.85	300.25	299.55	301.05
4888	300.75	305.75	300.55	300.25	301.05
4889	300.65	304.45	300.45	300.15	301.15
4890	300.35	304.35	300.05	300.25	301.15
4891	299.55	304.25	299.35	300.05	300.95
4892	298.45	302.55	299.15	298.35	299.95
4893	297.15	301.05	298.25	297.85	298.65
4894	296.45	300.25	297.25	296.95	297.75
4895	295.75	299.65	295.95	296.25	297.25
4896	295.65	298.95	294.85	295.55	296.25
4897	294.75	298.25	293.95	295.45	295.95
4898	294.25	297.05	293.35	295.25	295.05
4899	292.95	296.25	292.75	295.35	294.55
4900	292.15	296.05	292.75	294.45	294.05
4901	291.55	295.85	292.45	294.95	293.55
4902	291.45	295.55	292.45	294.75	293.25
4903	292.45	296.25	292.95	294.95	294.35
4904	294.45	297.95	293.45	295.05	296.15
4905	294.95	298.65	293.25	294.75	296.35
4906	295.55	299.75	293.65	297.55	297.25
4907	296.45	300.95	295.15	297.95	298.25
4908	297.25	302.25	295.05	298.05	299.25
4909	298.35	303.45	295.85	297.55	300.45
4910	299.55	304.35	296.55	297.85	301.65
4911	300.75	305.25	296.65	296.15	302.65
4912	302.25	305.95	296.15	296.75	303.45
4913	301.45	306.95	296.55	296.25	304.05
4914	300.65	306.65	295.95	296.75	304.45
4915	300.65	305.45	295.95	296.45	304.05
4916	299.85	304.25	295.15	295.75	302.45
4917	298.35	303.55	293.45	294.65	300.75
4918	297.65	303.25	292.45	291.45	299.65
4919	297.05	300.75	292.25	291.85	298.45
4920	296.45	300.05	291.45	291.55	297.35
4921	296.95	298.25	290.65	291.25	296.25
4922	297.25	298.45	290.15	291.05	295.85
4923	296.45	297.85	289.75	291.05	295.15
4924	295.45	297.05	289.65	290.85	295.15
4925	294.65	296.25	289.65	289.95	294.65
4926	294.35	295.75	289.85	290.05	294.25
4927	294.95	296.25	290.45	290.15	295.25
4928	295.75	298.15	291.75	290.05	297.35
4929	296.35	299.25	292.95	290.15	298.25
4930	296.65	299.85	293.45	291.05	299.85
4931	297.45	301.25	294.35	291.85	301.75
4932	299.05	302.35	295.45	293.15	304.05
4933	300.25	303.55	297.15	293.75	305.45
4934	301.35	305.05	298.65	294.25	304.65
4935	301.95	306.15	299.25	295.15	305.25
4936	301.85	306.65	299.55	295.85	305.85
4937	300.75	305.65	299.65	296.15	306.05
4938	299.65	304.65	298.95	296.35	305.85
4939	298.65	303.55	298.55	295.75	304.55
4940	298.25	302.85	297.05	294.75	301.95
4941	297.35	301.25	295.75	294.35	300.15
4942	296.45	298.05	294.65	294.25	299.55
4943	296.05	296.25	294.25	293.85	295.05
4944	296.15	296.35	293.95	293.35	294.65
4945	294.95	296.35	293.55	292.65	294.25
4946	294.15	295.65	293.85	291.95	294.35
4947	293.85	295.25	293.55	292.05	294.25
4948	293.05	294.85	294.25	291.85	293.65
4949	293.05	294.75	293.85	291.25	292.15
4950	292.85	293.95	294.35	291.35	292.05
4951	293.55	294.75	294.95	292.25	292.35
4952	295.45	296.55	295.55	292.85	293.15
4953	296.25	297.15	295.85	293.95	294.35
4954	297.15	297.75	297.45	293.55	295.95
4955	297.95	298.85	298.15	294.25	296.65
4956	298.75	300.25	299.05	294.55	297.05
4957	299.75	301.45	300.15	293.75	298.35
4958	301.15	303.15	300.75	294.55	299.05
4959	303.35	304.15	300.85	295.95	299.55
4960	305.75	305.05	300.85	296.35	299.75
4961	305.15	303.35	301.05	295.75	300.25
4962	304.65	301.35	300.75	295.85	299.15
4963	303.15	299.65	300.25	295.75	298.35
4964	301.35	297.95	299.15	294.95	297.65
4965	299.85	295.85	297.05	293.95	296.35
4966	299.45	295.05	295.35	293.55	295.25
4967	298.85	295.05	294.85	292.25	294.35
4968	297.65	293.15	294.35	291.25	293.65
4969	296.75	292.65	293.75	290.75	293.55
4970	295.75	292.05	293.05	290.35	293.35
4971	295.15	292.25	292.45	289.95	292.85
4972	294.05	291.75	291.95	289.55	292.15
4973	293.45	291.55	291.65	289.15	291.65
4974	292.85	291.45	291.15	289.45	291.55
4975	293.65	291.85	292.05	290.65	292.15
4976	296.05	292.85	294.15	292.25	293.75
4977	296.55	293.25	294.55	292.45	294.75
4978	297.35	294.25	295.35	293.05	296.15
4979	298.35	295.35	296.25	293.75	297.15
4980	299.35	295.85	297.35	294.05	298.05
4981	300.55	296.55	298.25	294.65	298.25
4982	301.25	294.05	300.35	296.35	298.55
4983	302.55	293.25	301.35	297.45	300.15
4984	302.85	294.55	302.35	296.75	300.75
4985	303.95	294.55	303.75	296.15	300.75
4986	303.85	294.75	304.25	295.65	300.15
4987	303.05	294.75	303.95	295.75	299.35
4988	301.25	294.55	302.55	295.15	298.05
4989	299.35	293.75	300.25	294.55	296.55
4990	298.15	292.55	299.35	294.35	295.75
4991	297.45	290.15	298.95	292.85	295.25
4992	297.15	290.05	299.25	292.05	294.85
4993	296.85	290.05	298.55	291.85	293.85
4994	296.25	290.15	297.95	291.85	292.75
4995	296.25	290.35	297.65	292.05	292.05
4996	295.65	290.65	296.85	291.55	291.65
4997	295.85	290.55	296.35	290.35	291.45
4998	295.65	290.35	295.75	290.15	291.05
4999	294.45	290.15	296.95	290.05	291.85
5000	295.55	289.85	297.85	290.35	294.05
5001	293.15	290.15	299.05	290.75	294.75
5002	292.75	290.75	298.95	291.55	295.35
5003	292.25	290.45	300.65	292.15	296.35
5004	292.45	290.65	302.05	292.75	297.25
5005	293.65	290.85	303.05	294.75	298.35
5006	293.75	291.15	304.45	295.35	299.25
5007	293.95	290.75	302.65	296.45	299.95
5008	295.15	290.65	302.65	296.95	301.05
5009	295.55	290.05	299.25	297.25	301.65
5010	295.45	289.85	300.05	297.15	301.45
5011	295.05	289.55	299.15	296.55	300.85
5012	294.45	289.45	298.85	295.65	300.25
5013	292.95	289.45	298.45	293.95	299.35
5014	292.25	289.25	295.45	293.35	297.95
5015	291.95	289.15	294.65	292.35	296.75
5016	291.75	289.25	294.65	291.45	296.05
5017	291.45	289.15	294.65	290.95	295.25
5018	291.25	289.25	294.35	290.65	294.35
5019	291.15	289.15	294.45	290.35	294.45
5020	290.95	289.15	294.35	290.05	294.35
5021	290.75	288.75	293.95	289.65	294.35
5022	290.95	287.95	293.95	289.95	293.85
5023	291.85	288.45	294.15	291.25	294.05
5024	293.65	290.15	295.35	292.35	294.15
5025	294.45	291.95	296.55	293.25	295.45
5026	294.95	292.55	297.45	293.95	295.55
5027	295.45	293.45	297.55	294.55	295.45
5028	296.25	294.45	298.25	295.35	295.75
5029	297.05	293.95	299.15	296.15	294.05
5030	297.85	295.05	299.95	296.85	293.15
5031	299.25	296.45	300.35	297.75	293.35
5032	300.15	296.45	301.25	298.25	294.85
5033	300.85	296.75	301.85	298.35	294.35
5034	301.25	296.45	301.45	298.45	294.25
5035	301.25	296.35	301.25	297.95	294.95
5036	299.45	295.85	300.25	296.35	294.45
5037	297.45	294.25	298.85	295.85	293.35
5038	296.45	292.75	298.15	295.95	292.95
5039	295.85	292.05	297.35	295.05	292.65
5040	294.95	291.55	296.25	294.35	292.45
5041	294.35	291.05	295.75	293.65	292.55
5042	293.85	290.65	295.25	293.25	291.95
5043	293.55	290.25	294.35	292.85	291.15
5044	293.15	289.95	293.65	292.25	290.55
5045	292.85	289.65	293.35	291.65	291.05
5046	292.95	289.55	293.25	291.45	290.85
5047	293.75	290.65	294.25	292.25	291.35
5048	295.95	292.85	295.65	293.35	293.45
5049	296.55	293.85	296.45	294.05	294.55
5050	297.05	294.95	297.15	294.35	295.35
5051	298.05	295.55	297.85	295.45	298.05
5052	299.15	296.05	298.75	296.35	299.75
5053	300.35	297.25	299.75	297.15	298.55
5054	301.65	298.45	300.75	298.55	299.35
5055	302.45	299.35	302.15	299.25	299.55
5056	303.05	299.35	303.15	299.25	300.85
5057	303.05	297.55	302.75	298.65	300.45
5058	304.05	296.65	303.25	297.75	300.95
5059	303.25	295.45	302.85	297.05	300.35
5060	301.95	294.45	301.15	295.65	298.85
5061	299.95	293.75	300.65	295.15	296.75
5062	299.35	293.55	299.75	294.85	295.95
5063	298.85	293.15	298.75	294.45	295.05
5064	297.65	292.35	297.75	294.25	294.35
5065	296.75	292.15	297.25	293.85	293.75
5066	296.05	292.15	296.65	293.15	293.35
5067	295.45	291.55	296.15	293.15	292.75
5068	294.75	291.95	295.95	292.65	292.05
5069	294.35	291.75	295.65	292.25	291.75
5070	294.35	291.45	295.35	291.95	291.65
5071	294.65	291.25	295.95	292.15	292.65
5072	296.95	291.35	297.55	293.05	294.75
5073	297.45	292.15	297.85	293.75	295.55
5074	298.35	292.65	298.75	294.75	296.25
5075	299.05	294.05	300.25	294.75	297.35
5076	299.95	295.15	301.15	294.75	299.15
5077	301.75	295.55	302.45	295.05	300.45
5078	302.35	295.65	304.25	295.15	301.15
5079	303.95	295.95	305.65	295.95	302.25
5080	304.45	296.25	305.35	295.65	302.85
5081	304.05	296.35	305.85	295.45	303.15
5082	304.75	296.55	305.95	294.35	303.05
5083	303.55	296.15	305.55	292.05	302.35
5084	302.35	295.35	303.75	289.75	301.45
5085	300.85	293.75	301.95	289.45	299.45
5086	300.05	292.45	300.95	289.25	298.55
5087	299.55	291.65	300.25	289.25	298.05
5088	298.35	291.05	301.15	288.75	296.55
5089	298.05	290.85	300.05	288.55	295.85
5090	297.05	290.95	298.55	288.25	295.05
5091	296.35	290.55	298.45	288.25	294.25
5092	296.05	289.95	297.75	287.75	293.95
5093	295.75	289.25	297.05	287.15	293.65
5094	295.45	288.95	296.35	287.05	293.25
5095	295.45	289.45	296.65	287.05	294.35
5096	296.95	291.35	298.65	287.55	296.25
5097	297.95	292.55	297.85	287.85	296.95
5098	298.65	292.95	299.75	288.05	297.65
5099	299.45	293.55	300.75	288.15	299.15
5100	300.45	294.75	301.85	289.45	300.75
5101	301.45	295.55	302.65	289.15	301.75
5102	302.45	296.15	303.65	288.25	302.65
