2012	2013	2014	2015	2016	2017	2018	2019	2020	mean	max	min
651	791	524	747	799	622	817	851	862	740.4444444	862	524
339	402	196	492	656	242	719	735	758	504.3333333	758	196
237	58	324	406	467	273	592	610	625	399.1111111	625	58
117	10	144	273	285	84	400	414	423	238.8888889	423	10
36	7	67	84	115	32	90	228	221	97.77777778	228	7
5	2	11	16	13	5	20	70	76	24.22222222	76	2
1	2	2	2	2	1	5	6	7	3.111111111	7	1
2	1	2	2	2	2	1	2	2	1.777777778	2	1
2	2	2	2	2	1	2	2	2	1.888888889	2	1
1	2	2	2	2	2	2	1	2	1.777777778	2	1
1	1	1	2	2	1	1	1	1	1.222222222	2	1
1	1	2	2	2	2	1	1	1	1.444444444	2	1
1	2	1	2	2	1	1	1	1	1.333333333	2	1
1	2	2	2	2	1	1	1	1	1.444444444	2	1
4	16	17	19	16	6	1	2	2	9.222222222	19	1
23	110	74	127	125	30	37	31	37	66	127	23
142	291	170	295	309	34	172	182	181	197.3333333	309	34
197	449	256	478	495	202	349	337	367	347.7777778	495	197
483	623	66	639	668	567	527	502	540	512.7777778	668	66
393	832	72	775	809	777	682	620	710	630	832	72
244	817	361	885	917	876	820	748	833	722.3333333	917	244
401	931	203	920	960	926	884	919	934	786.4444444	960	203
514	921	544	935	951	935	766	977	940	831.4444444	977	514
160	850	300	885	883	872	467	636	948	666.7777778	948	160
154	761	90	749	772	657	63	319	852	490.7777778	852	63
133	396	105	616	630	543	74	519	745	417.8888889	745	74
102	299	294	444	274	294	215	475	616	334.7777778	616	102
14	380	12	272	103	267	78	293	406	202.7777778	406	12
13	90	7	107	35	115	9	195	206	86.33333333	206	7
3	11	2	13	8	9	3	52	68	18.77777778	68	2
1	2	1	2	2	1	1	4	6	2.222222222	6	1
1	2	1	2	1	2	1	1	2	1.444444444	2	1
1	2	1	2	2	1	1	1	1	1.333333333	2	1
1	2	1	2	2	1	1	1	2	1.444444444	2	1
1	2	1	1	2	1	1	1	1	1.222222222	2	1
1	2	1	2	1	1	1	1	2	1.333333333	2	1
1	1	1	2	1	1	1	2	1	1.222222222	2	1
1	2	1	2	2	1	1	1	1	1.333333333	2	1
3	14	13	16	7	15	1	3	2	8.222222222	16	1
17	110	95	116	91	106	45	4	2	65.11111111	116	2
59	286	191	299	183	252	190	12	13	165	299	12
58	470	345	481	345	453	74	86	201	279.2222222	481	58
184	633	266	642	425	630	92	154	230	361.7777778	642	92
253	768	338	775	555	698	297	540	485	523.2222222	775	253
356	874	553	877	821	832	174	850	800	681.8888889	877	174
591	926	364	934	869	773	194	688	720	673.2222222	934	194
350	918	419	932	850	859	328	560	739	661.6666667	932	328
691	864	243	870	424	633	516	962	822	669.4444444	962	243
426	666	207	765	205	163	390	601	804	469.6666667	804	163
441	630	208	628	151	122	292	640	683	421.6666667	683	122
531	474	92	457	267	148	174	549	422	346	549	92
313	217	47	279	272	49	249	315	284	225	315	47
119	115	18	106	61	35	90	198	204	105.1111111	204	18
11	10	4	13	9	4	51	71	58	25.66666667	71	4
2	2	1	2	2	1	3	5	9	3	9	1
2	2	1	2	2	1	1	2	1	1.555555556	2	1
1	2	1	1	2	1	2	2	1	1.444444444	2	1
2	2	1	1	1	1	1	1	2	1.333333333	2	1
2	2	1	2	2	1	1	1	3	1.666666667	3	1
1	2	1	2	2	1	1	1	1	1.333333333	2	1
1	2	1	1	2	1	1	1	1	1.222222222	2	1
2	2	1	2	2	1	1	1	1	1.444444444	2	1
15	15	2	13	9	14	1	1	1	7.888888889	15	1
123	111	11	111	70	123	20	42	3	68.22222222	123	3
263	287	55	294	130	292	89	157	30	177.4444444	294	30
369	471	66	466	101	491	223	334	128	294.3333333	491	66
509	633	184	617	28	709	374	483	170	411.8888889	709	28
532	766	217	762	178	773	437	664	551	542.2222222	773	178
697	872	130	851	164	840	686	779	514	614.7777778	872	130
836	940	180	877	156	748	945	895	682	695.4444444	945	156
829	922	156	822	175	929	1003	932	770	726.4444444	1003	156
864	871	134	579	272	725	976	765	798	664.8888889	976	134
786	764	138	61	486	379	874	845	800	570.3333333	874	61
596	266	121	18	605	168	557	662	697	410	697	18
481	246	121	58	446	233	451	518	462	335.1111111	518	58
280	236	25	65	220	65	350	355	115	190.1111111	355	25
112	96	25	27	51	20	237	180	225	108.1111111	237	20
12	17	8	3	4	3	70	51	46	23.77777778	70	3
2	2	1	2	2	1	4	4	4	2.444444444	4	1
2	2	1	1	1	1	1	2	1	1.333333333	2	1
1	1	1	2	1	1	1	2	1	1.222222222	2	1
2	1	1	1	1	3	1	2	1	1.444444444	3	1
2	2	1	1	2	0	1	2	2	1.444444444	2	0
2	2	1	1	1	1	1	2	1	1.333333333	2	1
2	2	1	1	2	1	2	1	1	1.444444444	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
16	14	10	7	15	5	1	2	1	7.888888889	16	1
126	105	49	21	137	21	18	33	22	59.11111111	137	18
325	272	228	127	250	90	134	166	186	197.5555556	325	90
522	453	465	414	275	78	314	346	335	355.7777778	522	78
696	619	666	457	304	163	483	516	327	470.1111111	696	163
830	760	794	859	436	288	683	682	489	646.7777778	859	288
914	869	602	460	471	356	775	809	610	651.7777778	914	356
942	929	749	205	443	351	718	893	828	673.1111111	942	205
939	459	885	599	387	208	899	921	942	693.2222222	942	208
881	184	770	849	315	328	909	928	844	667.5555556	928	184
751	277	527	604	163	180	655	835	837	536.5555556	837	163
626	271	365	419	197	109	703	717	709	457.3333333	717	109
448	236	196	264	262	92	484	591	526	344.3333333	591	92
265	166	144	237	123	81	387	397	316	235.1111111	397	81
102	87	59	113	69	58	207	211	205	123.4444444	211	58
11	10	6	15	13	10	61	54	40	24.44444444	61	6
2	2	2	2	1	1	4	4	3	2.333333333	4	1
2	2	2	2	2	1	2	2	2	1.888888889	2	1
2	2	2	2	1	1	2	1	2	1.666666667	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
2	2	1	2	2	1	1	1	1	1.444444444	2	1
1	3	1	2	2	1	1	1	1	1.444444444	3	1
2	1	1	1	2	2	1	1	1	1.333333333	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
14	8	6	11	9	3	2	2	1	6.222222222	14	1
108	42	23	101	79	52	32	33	23	54.77777778	108	23
286	133	24	274	168	97	158	164	62	151.7777778	286	24
473	227	97	454	462	120	333	339	122	291.8888889	473	97
642	140	397	621	620	163	468	513	142	411.7777778	642	140
783	419	565	776	641	99	487	678	293	526.7777778	783	99
864	831	557	851	738	229	695	801	603	685.4444444	864	229
909	874	816	965	740	365	874	890	536	774.3333333	965	365
889	930	1028	906	857	209	896	924	408	783	1028	209
817	852	591	848	351	494	847	927	452	686.5555556	927	351
733	762	795	775	561	178	852	827	568	672.3333333	852	178
604	461	646	621	702	141	718	653	513	562.1111111	718	141
432	264	349	383	564	145	593	571	300	400.1111111	593	145
253	233	169	106	353	90	389	388	115	232.8888889	389	90
99	100	49	39	165	26	164	136	102	97.77777778	165	26
12	10	7	9	19	4	38	41	50	21.11111111	50	4
2	2	2	2	1	0	5	5	4	2.555555556	5	0
2	2	2	3	1	1	2	2	1	1.777777778	3	1
2	2	1	2	1	1	2	2	1	1.555555556	2	1
2	1	1	2	1	1	2	2	1	1.444444444	2	1
2	2	2	2	2	1	1	2	1	1.666666667	2	1
1	1	1	1	2	1	2	2	1	1.333333333	2	1
1	2	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	2	1	1	1	2	1	1.333333333	2	1
12	7	13	7	8	3	1	2	2	6.111111111	13	1
103	96	110	44	97	37	21	32	24	62.66666667	110	21
279	188	286	118	191	55	141	167	164	176.5555556	286	55
464	413	476	240	339	91	267	350	361	333.4444444	476	91
633	547	635	195	511	359	519	522	517	493.1111111	635	195
764	420	772	199	767	394	606	689	675	587.3333333	772	199
853	844	889	541	864	265	674	807	816	728.1111111	889	265
898	963	925	329	622	386	879	892	831	747.2222222	963	329
909	904	946	139	618	213	851	914	858	705.7777778	946	139
853	851	888	405	637	238	901	915	949	737.4444444	949	238
737	744	720	279	403	171	643	828	840	596.1111111	840	171
602	573	395	283	625	658	594	777	685	576.8888889	777	283
430	360	196	201	391	376	568	310	500	370.2222222	568	196
253	267	130	340	270	190	371	136	336	254.7777778	371	130
92	88	74	159	32	33	194	56	227	106.1111111	227	32
11	10	8	15	4	4	47	22	37	17.55555556	47	4
2	2	2	2	2	1	4	3	2	2.222222222	4	1
2	2	2	2	2	1	2	1	2	1.777777778	2	1
2	2	2	2	1	2	1	1	1	1.555555556	2	1
2	2	2	2	2	1	2	1	1	1.666666667	2	1
2	2	1	2	2	1	2	2	1	1.666666667	2	1
2	1	1	2	2	1	1	2	0	1.333333333	2	0
2	2	1	2	2	1	1	2	1	1.555555556	2	1
2	2	1	1	2	1	1	1	1	1.333333333	2	1
11	12	4	14	9	5	2	2	0	6.555555556	14	0
102	115	18	124	85	20	31	37	14	60.66666667	124	14
282	272	33	269	185	124	159	163	134	180.1111111	282	33
470	443	79	468	516	290	335	364	282	360.7777778	516	79
644	636	99	493	526	597	503	509	443	494.4444444	644	99
780	757	89	550	762	764	676	660	535	619.2222222	780	89
869	880	201	521	881	630	807	777	622	687.5555556	881	201
910	938	233	598	885	537	891	878	669	726.5555556	938	233
917	905	342	344	756	509	918	811	799	700.1111111	918	342
850	830	546	183	842	354	938	873	944	706.6666667	944	183
732	726	710	216	669	671	839	819	755	681.8888889	839	216
605	562	363	101	630	342	711	702	723	526.5555556	723	101
435	413	191	68	439	262	598	274	543	358.1111111	598	68
150	239	257	32	135	203	406	14	370	200.6666667	406	14
30	89	99	10	93	77	217	8	203	91.77777778	217	8
10	10	10	3	14	12	43	3	56	17.88888889	56	3
2	2	2	1	2	2	4	1	4	2.222222222	4	1
2	2	1	1	2	1	2	1	2	1.555555556	2	1
2	2	1	1	1	1	2	1	2	1.444444444	2	1
2	2	1	1	2	1	2	1	2	1.555555556	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
2	1	2	1	2	1	2	1	1	1.444444444	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	2	2	1	2	1	2	1	1	1.555555556	2	1
12	11	9	6	12	5	1	1	1	6.444444444	12	1
100	95	46	41	41	28	36	17	28	48	100	17
264	274	93	179	154	48	178	88	159	159.6666667	274	48
446	469	216	225	240	94	364	299	344	299.6666667	469	94
620	497	282	471	488	157	527	384	509	437.2222222	620	157
755	757	339	603	347	239	701	464	672	541.8888889	757	239
834	862	639	850	777	494	793	632	796	741.8888889	862	494
872	910	747	1011	579	752	900	476	883	792.2222222	1011	476
689	890	916	939	614	770	920	353	909	777.7777778	939	353
676	842	582	908	582	725	935	168	931	705.4444444	935	168
694	718	551	570	666	259	842	161	832	588.1111111	842	161
532	568	581	460	484	205	704	224	713	496.7777778	713	205
366	405	338	386	276	215	579	408	593	396.2222222	593	215
190	237	140	257	264	86	380	294	402	250	402	86
62	76	44	88	169	28	202	199	210	119.7777778	210	28
8	7	5	6	10	3	49	46	55	21	55	3
2	2	2	2	1	1	4	3	4	2.333333333	4	1
2	2	1	1	2	2	1	1	1	1.444444444	2	1
2	2	2	1	2	1	1	1	1	1.444444444	2	1
2	2	2	2	1	1	1	1	1	1.444444444	2	1
2	2	2	2	1	1	1	2	1	1.555555556	2	1
1	2	1	1	2	1	1	1	1	1.222222222	2	1
2	2	2	2	2	1	1	1	0	1.444444444	2	0
1	2	1	1	1	2	2	1	2	1.444444444	2	1
7	9	8	6	14	3	2	1	2	5.777777778	14	1
29	59	79	38	81	34	20	7	24	41.22222222	81	7
74	160	158	131	277	120	20	31	148	124.3333333	277	20
309	265	406	338	466	67	90	47	332	257.7777778	466	47
421	611	571	297	676	281	121	112	478	396.4444444	676	112
333	746	662	235	693	667	37	90	591	450.4444444	746	37
162	844	719	289	963	572	134	98	685	496.2222222	963	98
111	900	709	446	851	617	124	102	617	497.4444444	900	102
173	748	515	635	764	883	215	150	578	517.8888889	883	150
196	647	476	743	783	526	198	143	585	477.4444444	783	143
173	210	175	691	749	548	130	94	479	361	749	94
151	93	29	567	419	382	366	99	503	289.8888889	567	29
229	21	25	379	359	435	478	52	424	266.8888889	478	21
211	44	21	135	210	314	279	30	366	178.8888889	366	21
43	26	8	31	83	95	153	14	88	60.11111111	153	8
7	3	2	3	13	7	50	3	12	11.11111111	50	2
1	1	1	2	2	2	2	1	2	1.555555556	2	1
2	1	1	3	1	2	1	1	1	1.444444444	3	1
1	2	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	2	1.222222222	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	2	1	1	1	1	1.222222222	2	1
5	2	2	9	9	14	1	1	1	4.888888889	14	1
24	7	15	104	98	79	24	26	15	43.55555556	104	7
38	29	47	95	271	178	149	159	91	117.4444444	271	29
55	79	168	125	461	387	247	227	171	213.3333333	461	55
96	25	280	118	623	626	414	462	348	332.4444444	626	25
274	10	437	182	778	530	656	607	497	441.2222222	778	10
262	28	677	174	855	644	763	666	602	519	855	28
242	35	479	255	922	881	861	367	512	506	922	35
354	54	347	173	915	928	881	503	806	551.2222222	928	54
644	146	357	241	860	643	904	510	819	569.3333333	904	146
201	291	301	170	721	723	845	453	878	509.2222222	878	170
357	337	291	101	602	620	702	461	712	464.7777778	712	101
256	320	61	80	432	426	579	354	574	342.4444444	579	61
157	90	31	107	245	264	389	194	391	207.5555556	391	31
59	46	19	44	75	83	214	94	202	92.88888889	214	19
9	4	3	4	8	8	51	33	53	19.22222222	53	3
2	1	1	1	2	2	3	3	4	2.111111111	4	1
2	2	1	2	2	2	1	2	2	1.777777778	2	1
2	2	1	2	2	1	2	1	1	1.555555556	2	1
1	1	1	1	2	2	2	1	2	1.444444444	2	1
1	2	1	2	2	1	2	1	1	1.444444444	2	1
1	1	1	1	2	2	1	1	1	1.222222222	2	1
2	1	2	1	2	1	3	1	1	1.555555556	3	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
11	5	4	9	9	10	1	1	1	5.666666667	11	1
95	70	21	67	99	115	26	16	25	59.33333333	115	16
293	210	28	160	270	271	151	93	139	179.4444444	293	28
487	414	63	491	459	419	329	338	312	368	491	63
611	538	134	666	627	579	497	510	476	515.3333333	666	134
502	599	83	822	765	722	665	683	637	608.6666667	822	83
642	798	175	915	863	811	793	755	763	723.8888889	915	175
827	849	148	875	832	496	880	846	822	730.5555556	880	148
766	821	199	999	276	342	900	915	874	676.8888889	999	199
820	777	221	897	141	542	914	923	887	680.2222222	923	141
754	704	499	693	127	569	820	743	791	633.3333333	820	127
599	491	348	463	310	474	700	700	678	529.2222222	700	310
405	351	145	375	285	464	546	236	550	373	550	145
169	258	43	289	227	188	315	171	353	223.6666667	353	43
76	89	13	105	74	27	173	52	203	90.22222222	203	13
9	8	2	13	7	4	54	26	58	20.11111111	58	2
2	2	1	2	2	2	4	1	6	2.444444444	6	1
2	2	1	2	2	1	2	1	2	1.666666667	2	1
2	1	1	2	2	1	1	1	2	1.444444444	2	1
1	1	1	2	2	2	2	1	0	1.333333333	2	0
1	1	1	2	1	2	1	1	2	1.333333333	2	1
1	1	1	1	1	1	1	1	2	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	2	2	1	2	1	2	1.444444444	2	1
5	8	4	9	7	5	1	1	1	4.555555556	9	1
61	95	22	100	24	82	24	9	24	49	100	9
212	278	93	291	39	68	146	35	139	144.5555556	291	35
481	472	226	484	130	324	322	118	316	319.2222222	484	118
628	637	444	655	165	463	488	430	488	488.6666667	655	165
761	771	508	756	555	651	661	394	655	634.6666667	771	394
856	879	652	858	762	489	779	638	788	744.5555556	879	489
912	931	920	917	732	388	867	416	877	773.3333333	931	388
891	918	853	875	509	472	689	803	904	768.2222222	918	472
841	859	636	662	22	536	898	822	927	689.2222222	927	22
740	748	563	552	88	711	820	602	825	627.6666667	825	88
595	611	466	292	100	582	713	383	695	493	713	100
420	438	405	204	44	398	341	228	563	337.8888889	563	44
244	253	154	101	74	99	217	205	374	191.2222222	374	74
85	88	73	30	15	35	108	149	185	85.33333333	185	15
7	7	9	3	4	5	33	37	42	16.33333333	42	3
2	3	2	2	1	1	3	3	3	2.222222222	3	1
2	2	2	2	2	1	1	2	2	1.777777778	2	1
2	2	1	1	1	1	1	2	1	1.333333333	2	1
2	2	2	2	2	1	2	2	2	1.888888889	2	1
2	1	2	2	1	1	2	2	1	1.555555556	2	1
1	2	1	1	1	1	1	1	1	1.111111111	2	1
1	2	1	2	1	1	1	1	2	1.333333333	2	1
2	1	1	1	1	1	2	1	2	1.333333333	2	1
8	8	6	2	3	9	1	1	2	4.444444444	9	1
94	92	87	9	35	93	30	22	18	53.33333333	94	9
277	276	219	29	211	258	81	144	143	182	277	29
474	472	369	70	417	461	188	330	353	348.2222222	474	70
644	638	454	139	417	623	474	500	276	462.7777778	644	139
788	771	713	157	530	689	636	666	249	577.6666667	788	157
887	876	830	300	710	730	770	789	390	698	887	300
899	924	970	259	837	822	846	887	675	791	970	259
918	910	791	266	767	730	879	914	892	785.2222222	918	266
828	853	570	167	761	497	898	900	919	710.3333333	919	167
499	737	585	172	618	177	857	774	809	580.8888889	857	172
494	599	416	114	633	308	504	687	597	483.5555556	687	114
407	428	216	82	431	396	138	508	301	323	508	82
229	244	122	54	208	120	16	314	118	158.3333333	314	16
57	82	47	7	60	43	15	66	87	51.55555556	87	7
5	7	6	2	6	5	13	16	32	10.22222222	32	2
1	2	2	1	2	2	3	2	2	1.888888889	3	1
2	1	2	1	2	1	1	2	1	1.444444444	2	1
1	2	1	1	1	1	1	2	1	1.222222222	2	1
1	1	1	1	1	1	2	1	3	1.333333333	3	1
1	2	1	2	2	1	1	1	1	1.333333333	2	1
1	2	1	1	1	2	1	1	2	1.333333333	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
1	2	2	1	1	1	1	1	0	1.111111111	2	0
10	7	3	4	2	5	1	1	1	3.777777778	10	1
72	85	12	24	26	68	23	17	10	37.44444444	85	10
237	264	53	105	103	224	131	36	107	140	264	36
367	461	120	173	192	416	264	29	330	261.3333333	461	29
611	627	299	271	371	577	465	15	410	405.1111111	627	15
664	766	356	641	727	693	631	127	428	559.2222222	766	127
830	871	771	880	884	844	766	481	670	777.4444444	884	481
701	930	849	723	786	881	857	866	524	790.7777778	930	524
593	915	775	774	564	871	879	933	339	738.1111111	933	339
864	835	853	559	335	853	891	812	379	709	891	335
614	715	638	753	373	718	784	540	413	616.4444444	784	373
630	570	197	565	306	618	631	672	131	480	672	131
417	388	137	418	123	429	543	403	75	325.8888889	543	75
151	214	88	235	57	233	361	395	37	196.7777778	395	37
42	73	55	80	11	68	176	135	14	72.66666667	176	11
4	7	10	6	3	7	42	34	8	13.44444444	42	3
1	2	3	2	2	3	3	3	1	2.222222222	3	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
1	2	1	2	1	1	2	1	1	1.333333333	2	1
1	2	2	2	2	2	1	1	1	1.555555556	2	1
1	1	2	1	2	2	1	1	1	1.333333333	2	1
1	1	2	2	1	2	2	1	1	1.444444444	2	1
2	2	1	1	2	1	2	1	1	1.444444444	2	1
4	4	12	7	9	3	1	1	1	4.666666667	12	1
55	43	34	87	89	22	20	23	19	43.55555556	89	19
144	165	70	264	252	144	129	116	41	147.2222222	264	41
258	413	145	453	407	354	300	244	50	291.5555556	453	50
350	585	236	617	572	530	469	493	39	432.3333333	617	39
442	725	240	756	763	359	636	665	74	517.7777778	763	74
471	823	223	866	902	493	762	708	77	591.6666667	902	77
852	870	286	917	981	899	852	794	110	729	981	110
849	833	269	903	924	866	875	894	71	720.4444444	924	71
696	838	726	846	867	847	890	719	74	722.5555556	890	74
514	653	519	730	748	722	795	852	75	623.1111111	852	75
448	473	489	594	604	572	672	724	107	520.3333333	724	107
398	323	252	418	418	242	546	576	93	362.8888889	576	93
197	201	114	232	230	143	361	384	72	214.8888889	384	72
47	60	45	76	71	49	178	177	93	88.44444444	178	45
4	6	6	6	5	8	42	32	42	16.77777778	42	4
2	2	2	2	2	2	3	2	2	2.111111111	3	2
2	2	2	2	2	2	2	2	1	1.888888889	2	1
2	2	2	2	2	1	1	1	1	1.555555556	2	1
2	1	2	1	1	1	2	2	1	1.444444444	2	1
2	1	2	2	2	1	1	1	1	1.444444444	2	1
2	2	1	2	2	1	1	1	1	1.444444444	2	1
2	1	1	2	2	1	2	1	1	1.444444444	2	1
1	1	2	2	1	2	1	1	1	1.333333333	2	1
4	7	8	10	8	5	2	1	1	5.111111111	10	1
62	69	53	50	86	28	17	18	14	44.11111111	86	14
155	206	248	84	264	53	124	135	47	146.2222222	264	47
358	189	417	115	448	158	293	326	37	260.1111111	448	37
576	173	515	143	625	314	461	489	66	373.5555556	625	66
742	709	610	188	714	327	625	665	126	522.8888889	742	126
807	514	719	173	858	698	756	790	230	616.1111111	858	173
499	833	658	237	871	762	843	882	175	640	882	175
448	877	595	299	696	853	892	905	740	700.5555556	905	299
677	832	522	446	243	839	724	922	795	666.6666667	922	243
801	703	396	523	211	666	430	827	594	572.3333333	827	211
473	562	110	505	133	436	335	705	630	432.1111111	705	110
325	392	115	317	97	113	176	574	155	251.5555556	574	97
154	218	62	143	14	87	56	384	247	151.6666667	384	14
38	72	30	28	5	58	83	183	82	64.33333333	183	5
4	6	7	3	2	6	70	47	23	18.66666667	70	2
2	2	2	1	1	2	3	3	2	2	3	1
2	2	1	2	1	2	2	1	1	1.555555556	2	1
2	2	2	2	1	1	1	1	2	1.555555556	2	1
2	2	1	2	1	1	2	1	1	1.444444444	2	1
2	2	2	2	2	1	1	1	1	1.555555556	2	1
1	1	2	2	1	2	1	1	1	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
3	6	5	6	2	5	1	2	1	3.444444444	6	1
76	73	63	79	13	77	16	17	12	47.33333333	79	12
106	235	178	248	121	224	122	96	61	154.5555556	248	61
30	426	391	436	176	372	291	279	197	288.6666667	436	30
76	596	283	608	321	589	459	377	493	422.4444444	608	76
115	738	488	718	351	666	631	682	666	561.6666667	738	115
622	847	645	880	217	765	760	842	793	707.8888889	880	217
611	893	946	887	572	633	852	831	891	790.6666667	946	572
567	879	578	895	721	428	878	630	906	720.2222222	906	428
575	815	438	831	173	435	895	672	922	639.5555556	922	173
632	707	621	726	262	363	807	839	823	642.2222222	839	262
592	578	343	583	336	464	668	561	690	535	690	336
345	400	190	414	214	313	566	423	563	380.8888889	566	190
92	162	146	213	116	160	445	306	376	224	445	92
11	48	35	74	34	46	148	177	177	83.33333333	177	11
2	4	3	5	3	2	48	29	39	15	48	2
3	2	2	2	1	2	5	2	2	2.333333333	5	1
1	2	2	2	1	2	2	2	2	1.777777778	2	1
1	2	2	2	2	2	2	1	1	1.666666667	2	1
1	2	2	2	2	1	2	1	1	1.555555556	2	1
1	1	1	2	2	2	2	1	1	1.444444444	2	1
1	1	2	2	1	1	1	2	1	1.333333333	2	1
1	2	2	2	2	1	1	1	1	1.444444444	2	1
1	2	1	1	1	1	1	1	1	1.111111111	2	1
2	8	8	7	8	2	1	1	1	4.222222222	8	1
8	60	84	82	86	35	16	9	17	44.11111111	86	8
73	209	252	218	247	109	129	81	131	161	252	73
263	419	430	417	445	122	305	93	317	312.3333333	445	93
441	586	603	654	621	180	467	26	489	451.8888889	654	26
155	726	734	748	780	316	634	478	658	581	780	155
85	786	851	852	891	590	744	721	789	701	891	85
174	758	825	833	942	643	826	482	881	707.1111111	942	174
76	615	388	845	916	361	894	856	903	650.4444444	916	76
76	592	476	830	841	847	689	483	920	639.3333333	920	76
57	333	364	707	729	726	616	223	825	508.8888889	825	57
183	47	324	473	584	540	596	213	694	406	694	47
333	138	250	390	417	442	332	155	559	335.1111111	559	138
122	102	101	234	224	233	379	121	385	211.2222222	385	101
56	24	28	83	62	69	185	18	180	78.33333333	185	18
5	3	4	7	4	5	42	3	37	12.22222222	42	3
2	2	2	2	2	1	1	1	2	1.666666667	2	1
2	1	2	1	2	2	2	2	2	1.777777778	2	1
1	2	1	2	2	1	2	2	1	1.555555556	2	1
1	1	1	2	1	2	2	1	2	1.444444444	2	1
2	1	2	1	1	1	1	2	1	1.333333333	2	1
1	1	1	2	2	1	1	1	1	1.222222222	2	1
1	1	2	2	2	1	1	1	1	1.333333333	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
5	2	8	3	5	6	1	1	1	3.555555556	8	1
67	18	69	63	73	92	4	11	16	45.88888889	92	4
237	49	201	238	247	229	48	33	128	156.6666667	247	33
385	95	300	428	447	422	151	17	311	284	447	17
637	159	609	597	618	617	416	32	481	462.8888889	637	32
576	141	646	735	759	771	358	91	648	525	771	91
886	342	777	845	871	859	503	175	778	670.6666667	886	175
635	317	443	894	923	944	728	205	874	662.5555556	944	205
461	254	694	883	888	907	878	370	898	692.5555556	907	254
661	288	380	891	825	866	885	178	919	654.7777778	919	178
580	43	306	563	727	718	803	196	820	528.4444444	820	43
521	49	322	602	589	612	665	526	683	507.6666667	683	49
445	69	159	390	413	420	548	347	555	371.7777778	555	69
212	11	53	196	223	221	363	166	367	201.3333333	367	11
69	5	29	13	65	51	115	56	166	63.22222222	166	5
5	1	3	4	4	4	50	10	33	12.66666667	50	1
2	1	1	2	2	2	2	1	2	1.666666667	2	1
2	1	1	1	2	1	1	1	2	1.333333333	2	1
2	1	1	1	2	2	1	1	2	1.444444444	2	1
2	1	1	2	1	2	2	1	1	1.444444444	2	1
2	1	1	3	2	2	1	1	2	1.666666667	3	1
2	1	1	2	2	1	1	1	1	1.333333333	2	1
2	1	1	2	1	1	3	2	1	1.555555556	3	1
2	1	2	2	1	1	0	1	2	1.333333333	2	0
5	3	5	5	5	5	1	1	1	3.444444444	5	1
63	23	63	73	74	6	8	11	15	37.33333333	74	6
248	85	142	235	241	21	59	119	123	141.4444444	248	21
438	209	342	422	437	20	285	287	304	304.8888889	438	20
602	354	463	600	607	52	459	472	478	454.1111111	607	52
751	472	619	578	749	94	581	650	651	571.6666667	751	94
846	120	581	614	855	26	700	778	786	589.5555556	855	26
894	148	745	845	908	50	737	859	866	672.4444444	908	50
890	409	645	784	889	66	898	889	897	707.4444444	898	66
826	277	852	776	825	119	541	907	906	669.8888889	907	119
711	74	698	684	647	182	540	805	814	572.7777778	814	74
582	123	506	551	428	172	333	674	686	450.5555556	686	123
407	290	207	344	260	174	119	545	570	324	570	119
202	160	128	44	220	243	76	361	362	199.5555556	362	44
64	55	29	8	42	126	46	167	156	77	167	8
4	5	2	2	3	8	12	31	37	11.55555556	37	2
2	1	2	1	2	1	1	2	2	1.555555556	2	1
